Main Part or Subsection?,Number of part or subsection,Full Line of Result,Link to Result
Subsection,60.4845,"  What emission limits and standards must I meet and by
when",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_14845
Subsection,60.4855,"  How do I establish operating limits if I do not use
a wet scrubber, fabric filter, electrostatic precipitator, or 
activated carbon injection, or if I limit emissions in some other
manner, to comply with the 
          emission limits",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_14855
Subsection,60.4860,"  Do the emission limits, emission standards, and operating
limits apply during periods of startup, shutdown, and malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_14860
Subsection,60.4861,"  How do I establish an affirmative defense for exceedance
of an emission limit or standard during malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_14861
Subsection,60.4865,"  How and when do I demonstrate initial compliance with 
the emission limits and standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_14865
Subsection,60.4885,"  How and when do I demonstrate continuous compliance
with the emission limits and standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_14885
Subsection,60.4900,"  What are the performance testing, monitoring, and 
calibration requirements for compliance with the emission limits 
and standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_14900
Subsection,60.5165,"  What emission limits and standards must I meet and by 
when",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15165
Subsection,60.5175,"  How do I establish operating limits if I do not use a 
wet scrubber, fabric filter, electrostatic precipitator, activated 
carbon injection, or  afterburner, or if I limit emissions in some
other manner, to  comply with the emission limits",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15175
Subsection,60.5180,"  Do the emission limits, emission standards, and
operating limits apply during periods of startup, shutdown, and 
malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15180
Subsection,60.5181,"  How do I establish an affirmative defense for 
exceedance of an emission limit or standard during malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15181
Subsection,60.5185,"  How and when do I demonstrate initial compliance with
the emission limits and standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15185
Subsection,60.5205,"  How and when do I demonstrate continuous compliance 
with the emission limits and standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15205
Subsection,60.5220,"  What are the performance testing, monitoring, 
and calibration requirements for compliance with the emission 
limits and standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15220
Subsection,60.5402,"  What are the alternative emission limitations for 
equipment leaks from onshore natural gas processing plants",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15402
Subsection,60.5407,"  What are the requirements for monitoring of emissions
and operations from my sweetening unit affected facilities at onshore
natural gas processing plants",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15407
Subsection,60.5412,"  What additional requirements must I meet for determining
initial compliance with control devices used to comply with the
emission standards for my storage vessel or centrifugal compressor 
affected facility",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15412
Subsection,60.5412,"  What additional requirements must I meet for determining 
          initial compliance with control devices used to comply with 
          the emission standards for my storage vessel or centrifugal 
          compressor affected facility",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15412
Subsection,60.5397,"a  What fugitive emissions GHG and VOC standards apply
to the affected facility which is the collection of fugitive emissions
components at a well site and the affected facility which is the
collection of fugitive emissions components at a compressor station",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15397
Subsection,60.5398,"a  What are the alternative means of emission limitations
for GHG and VOC from well completions, reciprocating compressors,
the collection of fugitive emissions components at a well site
and the collection of fugitive emissions components at a compressor 
          station",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15398
Subsection,60.5402,"a  What are the alternative means of emission limitations
for GHG and VOC equipment leaks from onshore natural gas processing 
plants",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15402
Subsection,60.5407,"a  What are the requirements for monitoring of emissions
and operations from my sweetening unit affected facilities at onshore 
natural gas processing plants",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15407
Subsection,60.5410,"a  How do I demonstrate initial compliance with the 
standards for my well, centrifugal compressor, reciprocating 
compressor, pneumatic controller, pneumatic pump, storage vessel,
collection of fugitive emissions components at a well site, collection
of fugitive emissions components at a compressor station, and equipment 
          leaks and sweetening unit affected facilities at onshore 
          natural gas processing plants",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15410
Subsection,60.5411,"a  What additional requirements must I meet to determine 
initial compliance for my covers and closed vent systems routing
emissions from centrifugal 
          compressor wet seal fluid degassing systems, reciprocating 
          compressors, pneumatic pumps and storage vessels",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15411
Subsection,60.5412,"a  What additional requirements must I meet for determining
initial compliance with control devices used to comply with the
emission standards for 
          my centrifugal compressor, and storage vessel affected 
          facilities",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15412
Subsection,60.5415,"a  How do I demonstrate continuous compliance with the 
standards for my well, centrifugal compressor, reciprocating compressor
, pneumatic controller, pneumatic pump, storage vessel, collection of 
          fugitive emissions components at a well site, and collection 
          of fugitive emissions components at a compressor station 
          affected facilities, and affected facilities at onshore 
          natural gas processing plants",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15415
Subsection,60.5775,  What emission standards must I include in my plan,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15775
Subsection,60.5875,"  How do I submit information required by these emission 
guidelines to the EPA",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.8.60&r=PART&ty=HTML#se40.8.60_15875
Part,61,NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.61&r=PART&ty=HTML
Subsection,61.13,  Emission tests and waiver of emission tests,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.61&r=PART&ty=HTML#se40.10.61_113
Subsection,61.55,  Monitoring of emissions and operations,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.61&r=PART&ty=HTML#se40.10.61_155
Subsection,61.136,"  Compliance provisions and alternative means of emission
limitation",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.61&r=PART&ty=HTML#se40.10.61_1136
Subsection,61.244,  Alternative means of emission limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.61&r=PART&ty=HTML#se40.10.61_1244
Subsection,61.273,  Alternative means of emission limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.61&r=PART&ty=HTML#se40.10.61_1273
Subsection,61.353,  Alternative means of emission limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.61&r=PART&ty=HTML#se40.10.61_1353
Subsection,62.14106,"  Emission limits for municipal waste combustor fugitive
ash emissions",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114106
Subsection,62.14353,  Standards for municipal solid waste landfill emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114353
Subsection,62.14410,"  Are there different emission limits for different
locations and sizes of HMIWI",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114410
Subsection,62.14411,  What emission limits apply to my HMIWI,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114411
Subsection,62.14412,"  What stack opacity and visible emissions requirements
apply",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114412
Subsection,62.14413,"  When do the emissions limits and stack opacity and
visible emissions requirements apply",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114413
Subsection,62.14630,  What emission limitations must I meet and by when,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114630
Subsection,62.14640,"  What if I do not use a wet scrubber to comply with 
the emission limitations",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114640
Subsection,62.14660,"  How do I demonstrate initial compliance with the
emission limitations and establish the operating limits",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114660
Subsection,62.14670,"  How do I demonstrate continuous compliance with the
emission limitations and the operating limits",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114670
Subsection,62.14735,"  What else must I report if I have a deviation from 
the operating limits or the emission limitations",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114735
Subsection,62.14815,"  What are the emission limitations for air curtain
incinerators that burn 100 percent wood wastes, clean lumber
and",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_114815
Subsection,62.15160,  What emission limits must I meet,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115160
Subsection,62.15165,"  What happens to the emission limits during periods 
of startup, shutdown, and malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115165
Subsection,62.15170,"  What types of continuous emission monitoring
must I perform",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115170
Subsection,62.15175,"  What continuous emission monitoring systems must I
install for gaseous pollutants",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115175
Subsection,62.15180,"  How are the data from the continuous emission monitoring
systems used",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115180
Subsection,62.15185,"  How do I make sure my continuous emission monitoring
systems are operating correctly",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115185
Subsection,62.15190,"  Am I exempt from any 40 CFR part 60 appendix B or
appendix F requirements to evaluate continuous emission monitoring
systems",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115190
Subsection,62.15195,"  What is my schedule for evaluating continuous emission
monitoring systems",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115195
Subsection,62.15205,"  What minimum amount of monitoring data must I collect
with my continuous emission monitoring systems and is this requirement
enforceable",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115205
Subsection,62.15220,"  What additional requirements must I meet for the 
operation of my continuous emission monitoring systems and continuous
opacity monitoring system",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115220
Subsection,62.15225,"  What must I do if my continuous emission monitoring
system is temporarily unavailable to meet the data collection
requirements",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115225
Subsection,62.15375,"  What are the emission limits for air curtain
incinerators that burn 100 percent yard waste",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115375
Subsection,62.15955,"  What emission limits and standards must I meet
and by when",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115955
Subsection,62.15965,"  How do I establish operating limits if I do not use
a wet scrubber, fabric filter, electrostatic precipitator, activated
carbon injection, or  afterburner, or if I limit emissions in some
other manner, to comply with the emission limits",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115965
Subsection,62.15970,"  Do the emission limits, emission standards, and 
operating limits apply during periods of startup, shutdown,
and malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115970
Subsection,62.15980,  How and when do I demonstrate initial compliance with the emission limits and standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_115980
Subsection,62.16000,"  How and when do I demonstrate continuous compliance
with the emission limits and standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_116000
Subsection,62.16015,"  What are the performance testing, monitoring, and
calibration requirements for compliance with the emission limits
and standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.10.62&r=PART&ty=HTML#se40.10.62_116015
Part,63,"NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS
FOR SOURCE CATEGORIES",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.11.63&r=PART&ty=HTML
Subsection,63.76,  Review of base year emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.11.63&r=PART&ty=HTML#se40.11.63_176
Subsection,63.177,  Alternative means of emission limitation: General,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.11.63&r=PART&ty=HTML#se40.11.63_1177
Subsection,63.178,  Alternative means of emission limitation: Batch processes,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.11.63&r=PART&ty=HTML#se40.11.63_1178
Subsection,63.179,  Alternative means of emission limitation: Enclosed,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.11.63&r=PART&ty=HTML#se40.11.63_1179
Subsection,63.325,  Determination of equivalent emission control technology,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.11.63&r=PART&ty=HTML#se40.11.63_1325
Subsection,63.426,  Alternative means of emission limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.11.63&r=PART&ty=HTML#se40.11.63_1426
Subsection,63.456,"  Affirmative defense for violation of emission standards
during malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.11.63&r=PART&ty=HTML#se40.11.63_1456
Subsection,63.552,"  Affirmative defense to civil penalties for exceedance
of emissions limit during malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.11.63&r=PART&ty=HTML#se40.11.63_1552
Part,63,"NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS 
FOR SOURCE CATEGORIES (CONTINUED)",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML
Subsection,63.649,"  Alternative means of emission limitation: Connectors in
gas",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_1649
Subsection,63.653,"  Monitoring, recordkeeping, and implementation plan for
emissions averaging",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_1653
Subsection,63.762,"  Affirmative defense for violations of emission standards
during malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_1762
Subsection,63.777,  Alternative means of emission limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_1777
Subsection,63.855,  Alternative emissions limits for co,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_1855
Subsection,63.984,"  Fuel gas systems and processes to which storage vessel,
transfer rack, or equipment leak regulated material emissions
are routed",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_1984
Subsection,63.985,"  Nonflare control devices used to control emissions from
storage vessels and low throughput transfer racks",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_1985
Subsection,63.1016,  Alternative means of emission limitation: Enclosed,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_11016
Subsection,63.1021,  Alternative means of emission limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_11021
Subsection,63.1036,"  Alternative means of emission limitation:
Batch processes",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_11036
Subsection,63.1037,  Alternative means of emission limitation: Enclosed,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_11037
Subsection,63.1064,  Alternative means of emission limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_11064
Subsection,63.1113,"  Procedures for approval of alternative means of emission
limitation",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.12.63&r=PART&ty=HTML#se40.12.63_11113
Part,63,"NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS FOR
SOURCE CATEGORIES (CONTINUED)",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.13.63&r=PART&ty=HTML
Subsection,63.1272,"  Affirmative defense for violations of emission 
standards during malfunction",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.13.63&r=PART&ty=HTML#se40.13.63_11272
Subsection,63.1287,  Alternative means of emission limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.13.63&r=PART&ty=HTML#se40.13.63_11287
Subsection,63.1305,  Alternative means of emission limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.13.63&r=PART&ty=HTML#se40.13.63_11305
Subsection,63.1356,"  Sources with multiple emissions limit or monitoring 
requirements",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.13.63&r=PART&ty=HTML#se40.13.63_11356
Subsection,63.1414,  Test methods and emission estimation equations,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.13.63&r=PART&ty=HTML#se40.13.63_11414
Subsection,63.1426,"  Process vent requirements for determining organic HAP 
concentration, control efficiency, and aggregated organic HAP emission
reduction for a PMPU",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.13.63&r=PART&ty=HTML#se40.13.63_11426
Subsection,63.1427,"  Process vent requirements for processes using extended
cookout as an epoxide emission reduction technique",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.13.63&r=PART&ty=HTML#se40.13.63_11427
Subsection,63.1431,"  Process vent annual epoxides emission factor plan 
requirements",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.13.63&r=PART&ty=HTML#se40.13.63_11431
Part,63,"NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS
FOR SOURCE CATEGORIES (CONTINUED)",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.14.63&r=PART&ty=HTML
Subsection,63.1444,"  What emissions limitations and work practice standards
must I meet for my copper concentrate dryers, smelting furnaces, slag
cleaning vessels, and copper converter departments",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.14.63&r=PART&ty=HTML#se40.14.63_11444
Subsection,63.1446,"  What alternative emission limitation may I meet for my
combined gas streams",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.14.63&r=PART&ty=HTML#se40.14.63_11446
